time, galvanic skin response,
352319, 65,
352409, 65,
352499, 64,
352589, 65,
352677, 64,
352768, 64,
352858, 64,
352948, 65,
353038, 64,
353126, 63,
353216, 65,
353306, 63,
353396, 64,
353484, 63,
353574, 64,
353665, 63,
353755, 64,
353843, 64,
353933, 65,
354023, 64,
354113, 64,
354201, 63,
354291, 64,
354381, 64,
354471, 65,
354560, 64,
354650, 64,
354740, 65,
354830, 64,
354918, 63,
355008, 64,
355098, 64,
355188, 66,
355278, 63,
355366, 65,
355457, 65,
355547, 65,
355637, 64,
355725, 63,
355815, 65,
355905, 63,
355995, 63,
356083, 63,
356173, 63,
356263, 63,
356354, 65,
356442, 65,
356532, 64,
356622, 63,
356712, 63,
356800, 63,
356890, 63,
356980, 63,
357070, 63,
357158, 65,
357249, 64,
357339, 63,
357429, 64,
357517, 64,
357607, 64,
357697, 64,
357787, 64,
357877, 64,
357965, 64,
358055, 64,
358146, 58,
358236, 63,
358324, 63,
358414, 64,
358504, 64,
358594, 65,
358682, 64,
358772, 64,
358862, 64,
358952, 64,
359041, 63,
359131, 65,
359221, 63,
359311, 64,
359399, 63,
359489, 65,
359579, 63,
359669, 65,
359757, 65,
359847, 64,
359938, 63,
360028, 64,
360116, 63,
360206, 64,
360296, 64,
360386, 66,
360474, 64,
360564, 63,
360654, 64,
360744, 64,
360835, 64,
360923, 64,
361013, 64,
361103, 64,
361193, 63,
361281, 63,
361371, 64,
361461, 63,
361551, 64,
361639, 64,
361730, 64,
361820, 63,
361910, 64,
361998, 64,
362088, 64,
362178, 64,
362268, 64,
362356, 65,
362446, 65,
362536, 64,
362627, 63,
362715, 64,
362805, 64,
362895, 64,
362985, 64,
363073, 62,
363163, 65,
363253, 63,
363343, 65,
363433, 64,
363522, 64,
363612, 65,
363702, 64,
363792, 65,
363880, 65,
363970, 65,
364060, 63,
364150, 65,
364238, 64,
364328, 64,
364419, 66,
364509, 64,
364597, 64,
364687, 65,
364777, 64,
364867, 64,
364955, 64,
365045, 64,
365135, 64,
365225, 64,
365314, 63,
365404, 64,
365494, 65,
365584, 65,
365672, 64,
365762, 64,
365852, 64,
365942, 65,
366032, 65,
366120, 64,
366211, 64,
366301, 64,
366391, 64,
366479, 63,
366569, 64,
366659, 65,
366749, 65,
366837, 64,
366927, 65,
367017, 63,
367108, 63,
367196, 64,
367286, 64,
367376, 65,
367466, 64,
367554, 64,
367644, 63,
367734, 64,
367824, 65,
367912, 64,
368003, 63,
368093, 64,
368183, 64,
368273, 64,
368361, 63,
368451, 63,
368541, 64,
368631, 63,
368719, 64,
368809, 63,
368900, 63,
368990, 65,
369078, 64,
369168, 63,
369258, 65,
369348, 64,
369436, 64,
369526, 65,
369616, 63,
369707, 64,
369795, 64,
369885, 63,
369975, 65,
370065, 64,
370153, 63,
370243, 64,
370333, 65,
370423, 63,
370511, 64,
370601, 62,
370692, 67,
370782, 65,
370872, 64,
370960, 64,
371050, 65,
371140, 64,
371230, 65,
371318, 64,
371408, 65,
371499, 64,
371589, 64,
371677, 64,
371767, 64,
371857, 64,
371947, 64,
372035, 65,
372125, 65,
372215, 64,
372305, 64,
372393, 64,
372484, 64,
372574, 65,
372664, 65,
372752, 64,
372842, 63,
372932, 66,
373022, 63,
373110, 63,
373200, 65,
373291, 65,
373381, 65,
373471, 65,
373559, 63,
373649, 64,
373739, 64,
373829, 64,
373917, 65,
374007, 65,
374097, 64,
374188, 65,
374276, 64,
374366, 65,
374456, 65,
374546, 65,
374634, 65,
374724, 64,
374814, 64,
374904, 64,
374992, 63,
375083, 64,
375173, 65,
375263, 64,
375351, 65,
375441, 64,
375531, 64,
375621, 65,
375711, 64,
375799, 65,
375889, 63,
375980, 65,
376070, 64,
376158, 65,
376248, 64,
376338, 65,
376428, 65,
376516, 65,
376606, 64,
376696, 64,
376786, 64,
376875, 64,
376965, 63,
377055, 65,
377145, 65,
377233, 64,
377323, 65,
377413, 63,
377503, 64,
377591, 65,
377681, 64,
377772, 65,
377862, 65,
377952, 65,
378040, 64,
378130, 66,
378220, 63,
378310, 64,
378398, 64,
378488, 65,
378578, 65,
378669, 64,
378757, 64,
378847, 64,
378937, 66,
379027, 65,
379115, 64,
379205, 65,
379295, 64,
379385, 65,
379473, 64,
379564, 64,
379654, 66,
379744, 65,
379832, 65,
379922, 65,
380012, 63,
380102, 65,
380190, 64,
380280, 65,
380370, 65,
380461, 65,
380551, 64,
380639, 65,
380729, 65,
380819, 64,
380909, 66,
380997, 65,
381087, 64,
381177, 65,
381267, 66,
381356, 65,
381446, 64,
381536, 65,
381626, 65,
381714, 64,
381804, 64,
381894, 65,
381984, 65,
382072, 64,
382162, 65,
382253, 63,
382343, 65,
382431, 65,
382521, 64,
382611, 65,
382701, 64,
382791, 66,
382879, 65,
382969, 65,
383059, 64,
383150, 65,
383238, 64,
383328, 65,
383418, 65,
383508, 64,
383596, 65,
383686, 64,
383776, 64,
383866, 65,
383954, 64,
384045, 64,
384135, 66,
384225, 65,
384313, 64,
384403, 65,
384493, 65,
384583, 65,
384671, 66,
384761, 65,
384851, 64,
384942, 65,
385030, 64,
385120, 65,
385210, 64,
385300, 65,
385390, 65,
385478, 65,
385568, 65,
385658, 65,
385748, 65,
385837, 65,
385927, 66,
386017, 66,
386107, 64,
386195, 64,
386285, 65,
386375, 65,
386465, 65,
386553, 65,
386643, 65,
386734, 65,
386824, 64,
386912, 65,
387002, 65,
387092, 66,
387182, 65,
387270, 67,
387360, 65,
387450, 64,
387540, 65,
387631, 65,
387719, 65,
387809, 65,
387899, 65,
387989, 65,
388077, 65,
388167, 65,
388257, 65,
388347, 65,
388435, 65,
388526, 65,
388616, 65,
388706, 65,
388794, 65,
388884, 65,
388974, 65,
389064, 65,
389152, 64,
389242, 65,
389332, 65,
389423, 65,
389511, 73,
389601, 77,
389691, 67,
389781, 64,
389871, 64,
389959, 64,
390049, 64,
390139, 65,
390230, 65,
390318, 65,
390408, 65,
390498, 65,
390588, 65,
390676, 65,
390766, 64,
390856, 65,
390946, 65,
391034, 65,
391124, 63,
391215, 65,
391305, 64,
391393, 65,
391483, 65,
391573, 65,
391663, 65,
391751, 65,
391841, 65,
391931, 65,
392022, 64,
392110, 65,
392200, 64,
392290, 65,
392380, 65,
392470, 65,
392558, 65,
392648, 64,
392738, 65,
392828, 64,
392916, 64,
393007, 63,
393097, 65,
393187, 63,
393275, 65,
393365, 64,
393455, 63,
393545, 64,
393633, 64,
393723, 64,
393814, 63,
393904, 64,
393992, 64,
394082, 64,
394172, 64,
394262, 64,
394350, 64,
394440, 65,
394530, 63,
394620, 64,
394708, 64,
394799, 65,
394889, 63,
394979, 64,
395069, 64,
395157, 63,
395247, 63,
395337, 64,
395427, 64,
395515, 64,
395606, 63,
395696, 64,
395786, 66,
395874, 64,
395964, 64,
396054, 64,
396144, 65,
396232, 63,
396322, 65,
396412, 65,
396503, 63,
396591, 62,
396681, 65,
396771, 64,
396861, 63,
396949, 64,
397039, 64,
397129, 62,
397219, 62,
397309, 63,
397398, 62,
397488, 62,
397578, 62,
397668, 62,
397756, 61,
397846, 61,
397936, 61,
398026, 60,
398114, 60,
398204, 61,
398295, 60,
398385, 60,
398473, 61,
398563, 61,
398653, 61,
398743, 61,
398831, 60,
398921, 60,
399011, 61,
399101, 61,
399190, 60,
399280, 60,
399370, 61,
399460, 60,
399550, 60,
399638, 59,
399728, 60,
399818, 59,
399908, 60,
399996, 65,
400087, 65,
400177, 60,
400267, 59,
400355, 60,
400445, 59,
400535, 59,
400625, 61,
400713, 59,
400803, 61,
400893, 60,
400984, 61,
401072, 62,
401162, 58,
401252, 61,
401342, 61,
401430, 60,
401520, 59,
401610, 60,
401700, 59,
401788, 61,
401879, 60,
401969, 61,
402059, 63,
402149, 61,
402237, 59,
402327, 60,
402417, 59,
402507, 61,
402595, 58,
402685, 60,
402776, 59,
402866, 59,
402954, 60,
403044, 60,
403134, 60,
403224, 60,
403312, 59,
403402, 60,
403492, 59,
403582, 59,
403671, 60,
403761, 60,
403851, 61,
403941, 61,
404029, 61,
404119, 61,
404209, 61,
404299, 62,
404387, 61,
404477, 61,
404568, 61,
404658, 61,
404748, 60,
404836, 61,
404926, 60,
405016, 59,
405106, 61,
405194, 61,
405284, 60,
405374, 61,
405465, 61,
405553, 61,
405643, 61,
405733, 62,
405823, 61,
405911, 61,
406001, 61,
406091, 63,
406181, 62,
406269, 62,
406360, 62,
406450, 61,
406540, 61,
406628, 62,
406718, 61,
406808, 61,
406898, 61,
406988, 62,
407076, 62,
407166, 62,
407257, 61,
407347, 63,
407435, 62,
407525, 62,
407615, 63,
407705, 62,
407793, 62,
407883, 62,
407973, 62,
408064, 63,
408152, 61,
408242, 62,
408332, 56,
408422, 61,
408510, 61,
408600, 61,
408690, 62,
408780, 62,
408868, 62,
408958, 62,
409049, 63,
409139, 62,
409227, 62,
409317, 62,
409407, 61,
409497, 62,
409587, 62,
409675, 62,
409765, 62,
409856, 62,
409946, 62,
410034, 62,
410124, 63,
410214, 62,
410304, 61,
410392, 62,
410482, 61,
410572, 62,
410662, 62,
410750, 62,
410841, 62,
410931, 62,
411021, 61,
411109, 61,
411199, 60,
411289, 61,
411379, 62,
411467, 61,
411557, 61,
411648, 60,
411738, 61,
411826, 63,
411916, 61,
412006, 61,
412096, 61,
412184, 61,
412274, 60,
412364, 61,
412454, 62,
412542, 62,
412633, 61,
412723, 63,
412813, 61,
412903, 63,
412991, 61,
413081, 61,
413171, 61,
413261, 63,
413349, 60,
413440, 60,
413530, 61,
413620, 61,
413708, 61,
413798, 61,
413888, 61,
413978, 61,
414066, 61,
414156, 60,
414246, 60,
414337, 61,
414425, 62,
414515, 62,
414605, 57,
414695, 62,
414783, 62,
414873, 61,
414963, 63,
415053, 62,
415141, 63,
415232, 62,
415322, 61,
415412, 61,
415500, 61,
415590, 62,
415680, 60,
415770, 61,
415860, 60,
415948, 61,
416038, 61,
416129, 63,
416219, 60,
416307, 61,
416397, 62,
416487, 61,
416577, 61,
416665, 61,
416755, 60,
416845, 62,
416935, 62,
417024, 60,
417114, 61,
417204, 61,
417294, 62,
417382, 61,
417472, 61,
417562, 60,
417652, 61,
417740, 61,
417830, 61,
417921, 61,
418011, 61,
418099, 63,
418189, 62,
418279, 61,
418369, 63,
418457, 61,
418547, 60,
418637, 61,
418727, 61,
418818, 61,
418906, 61,
418996, 61,
419086, 60,
419176, 62,
419264, 60,
419354, 61,
419444, 61,
419534, 61,
419622, 62,
419713, 61,
419803, 60,
419893, 61,
419981, 60,
420071, 61,
420161, 60,
420251, 61,
420339, 60,
420429, 60,
420519, 60,
420610, 61,
420698, 61,
420788, 61,
420878, 56,
420968, 61,
421056, 61,
421146, 61,
421236, 60,
421326, 62,
421414, 62,
421505, 61,
421595, 60,
421685, 61,
421775, 61,
421863, 61,
421953, 61,
422043, 61,
422133, 62,
422221, 62,
422311, 62,
422402, 62,
422492, 62,
422580, 62,
422670, 60,
422760, 63,
422850, 61,
422938, 62,
423028, 61,
423118, 61,
423208, 61,
423297, 62,
423387, 61,
423477, 61,
423567, 62,
423655, 61,
423745, 62,
423835, 61,
423925, 60,
424013, 61,
424103, 61,
424194, 61,
424284, 60,
424372, 61,
424462, 60,
424552, 61,
424642, 62,
424730, 61,
424820, 60,
424910, 61,
425000, 60,
425091, 61,
425179, 60,
425269, 61,
425359, 60,
425449, 61,
425537, 61,
425627, 61,
425717, 61,
425807, 61,
425895, 60,
425986, 60,
426076, 60,
426166, 61,
426254, 60,
426344, 61,
426434, 61,
426524, 61,
426612, 62,
426702, 61,
426792, 61,
426883, 60,
426971, 61,
427061, 61,
427151, 62,
427241, 61,
427329, 60,
427419, 61,
427509, 60,
427599, 60,
427687, 60,
427778, 59,
427868, 61,
427958, 61,
428048, 61,
428136, 61,
428226, 60,
428316, 61,
428406, 61,
428494, 61,
428584, 60,
428675, 61,
428765, 60,
428853, 61,
428943, 61,
429033, 61,
429123, 61,
429211, 60,
429301, 61,
429391, 61,
429481, 60,
429570, 61,
429660, 61,
429750, 61,
429840, 60,
429928, 61,
430018, 61,
430108, 61,
430198, 60,
430286, 61,
430376, 60,
430467, 62,
430557, 59,
430647, 61,
430735, 59,
430825, 60,
430915, 59,
431005, 59,
431093, 61,
431183, 60,
431273, 60,
431364, 61,
431452, 60,
431542, 61,
431632, 60,
431722, 62,
431810, 60,
431900, 61,
431990, 60,
432080, 61,
432168, 61,
432259, 61,
432349, 60,
432439, 60,
432527, 60,
432617, 61,
432707, 60,
432797, 61,
432885, 61,
432975, 60,
433065, 59,
433156, 60,
433246, 60,
433334, 60,
433424, 60,
433514, 61,
433604, 60,
433692, 60,
433782, 59,
433872, 61,
433963, 60,
434051, 59,
434141, 59,
434231, 59,
434321, 59,
434409, 60,
434499, 61,
434589, 61,
434679, 59,
434767, 59,
434857, 61,
434948, 60,
435038, 59,
435126, 59,
435216, 59,
435306, 60,
435396, 58,
435484, 59,
435574, 59,
435664, 59,
435755, 60,
435845, 61,
435933, 59,
436023, 60,
436113, 59,
436203, 59,
436291, 59,
436381, 59,
436471, 59,
436561, 59,
436649, 61,
436740, 60,
436830, 61,
436920, 60,
437008, 59,
437098, 60,
437188, 60,
437278, 58,
437366, 58,
437456, 59,
437547, 58,
437637, 61,
437725, 59,
437815, 59,
437905, 58,
437995, 59,
438083, 58,
438173, 60,
438263, 60,
438353, 59,
438444, 59,
438532, 61,
438622, 60,
438712, 59,
438802, 61,
438890, 60,
438980, 59,
439070, 60,
439160, 60,
439248, 59,
439339, 61,
439429, 59,
439519, 59,
439607, 61,
439697, 56,
439787, 61,
439877, 60,
439965, 62,
440055, 61,
440145, 60,
440236, 61,
440324, 61,
440414, 61,
440504, 59,
440594, 60,
440682, 60,
440772, 61,
440862, 60,
440952, 60,
441040, 60,
441131, 59,
441221, 61,
441311, 61,
441401, 61,
441489, 61,
441579, 61,
441669, 62,
441759, 61,
441847, 61,
441937, 60,
442028, 61,
442118, 61,
442206, 60,
442296, 60,
442386, 60,
442476, 61,
442564, 60,
442654, 60,
442744, 60,
442834, 61,
442923, 61,
443013, 61,
443103, 61,
443193, 61,
443281, 60,
443371, 61,
443461, 60,
443551, 59,
443639, 61,
443729, 60,
443820, 60,
443910, 61,
444000, 60,
444088, 60,
444178, 60,
444268, 61,
444358, 61,
444446, 60,
444536, 62,
444626, 61,
444717, 60,
444805, 62,
444895, 61,
444985, 60,
445075, 61,
445163, 60,
445253, 60,
445343, 61,
445433, 61,
445521, 59,
445612, 61,
445702, 61,
445792, 61,
445880, 61,
445970, 60,
446060, 60,
446150, 61,
446238, 61,
446328, 61,
446418, 60,
446509, 60,
446599, 60,
446687, 60,
446777, 60,
446867, 60,
446957, 61,
447045, 59,
447135, 61,
447225, 60,
447315, 61,
447404, 60,
447494, 60,
447584, 60,
447674, 61,
447762, 61,
447852, 60,
447942, 60,
448032, 60,
448120, 61,
448210, 61,
448301, 60,
448391, 60,
448479, 60,
448569, 61,
448659, 59,
448749, 59,
448837, 60,
448927, 59,
449017, 60,
449107, 61,
449198, 61,
449286, 63,
449376, 63,
449466, 63,
449556, 62,
449644, 62,
449734, 61,
449824, 63,
449914, 63,
450002, 64,
450093, 61,
450183, 61,
450273, 62,
450361, 61,
450451, 62,
450541, 61,
450631, 62,
450719, 61,
450809, 62,
450899, 60,
450990, 60,
451078, 60,
451168, 60,
451258, 61,
451348, 61,
451436, 61,
451526, 61,
451616, 61,
451706, 60,
451796, 61,
451885, 61,
451975, 61,
452065, 60,
452155, 60,
452243, 64,
452333, 61,
452423, 60,
452513, 61,
452601, 61,
452691, 61,
452782, 62,
452872, 62,
452960, 62,
453050, 62,
453140, 62,
453230, 63,
453318, 63,
453408, 62,
453498, 62,
453588, 63,
453677, 62,
453767, 63,
453857, 63,
453947, 63,
454035, 63,
454125, 64,
454215, 63,
454305, 63,
454395, 63,
454483, 63,
454574, 63,
454664, 63,
454754, 63,
454842, 62,
454932, 62,
455022, 63,
455112, 64,
455200, 63,
455290, 64,
455380, 64,
455471, 62,
455559, 63,
455649, 62,
455739, 63,
455829, 62,
455917, 64,
456007, 63,
456097, 63,
456187, 64,
456275, 64,
456366, 63,
456456, 64,
456546, 64,
456634, 64,
456724, 63,
456814, 62,
456904, 63,
456994, 62,
457082, 65,
457172, 63,
457263, 64,
457353, 64,
457441, 64,
457531, 64,
457621, 64,
457711, 65,
457799, 64,
457889, 64,
457979, 65,
458070, 64,
458158, 64,
458248, 64,
458338, 63,
458428, 64,
458516, 65,
458606, 64,
458696, 63,
458786, 64,
458874, 64,
458964, 64,
459055, 63,
459145, 65,
459235, 65,
459323, 65,
459413, 63,
459503, 65,
459593, 64,
459681, 64,
459771, 64,
459862, 65,
459952, 64,
460040, 66,
460130, 65,
460220, 65,
460310, 66,
460398, 65,
460488, 63,
460578, 65,
460668, 64,
460756, 65,
460847, 66,
460937, 64,
461027, 64,
461115, 65,
461205, 65,
461295, 65,
461385, 64,
461473, 64,
461563, 65,
461654, 68,
461744, 66,
461834, 68,
461922, 67,
462012, 68,
462102, 68,
462192, 67,
462280, 68,
462370, 69,
462460, 68,
462551, 69,
462639, 69,
462729, 69,
462819, 69,
462909, 69,
462997, 68,
463087, 68,
463177, 68,
463267, 69,
463355, 69,
463446, 69,
463536, 67,
463626, 69,
463714, 70,
463804, 70,
463894, 68,
463984, 69,
464072, 68,
464162, 69,
464252, 68,
464343, 69,
464433, 68,
464521, 68,
464611, 70,
464701, 69,
464791, 66,
464879, 69,
464969, 69,
465059, 70,
465149, 69,
465238, 69,
465328, 69,
465418, 68,
465508, 68,
465596, 69,
465686, 68,
465776, 69,
465866, 68,
465954, 69,
466044, 66,
466135, 68,
466225, 66,
466313, 67,
466403, 67,
466493, 67,
466583, 66,
466671, 67,
466761, 67,
466851, 68,
466941, 66,
467032, 68,
467120, 68,
467210, 70,
467300, 69,
467390, 69,
467478, 68,
467568, 69,
467658, 68,
467748, 70,
467836, 68,
467927, 70,
468017, 70,
468107, 70,
468195, 70,
468285, 68,
468375, 68,
468465, 70,
468553, 68,
468643, 69,
468733, 68,
468824, 69,
468912, 68,
469002, 67,
469092, 68,
469182, 69,
469270, 69,
469360, 68,
469450, 69,
469540, 70,
469630, 69,
469719, 70,
469809, 68,
469899, 68,
469989, 68,
470077, 68,
470167, 68,
470257, 68,
470347, 67,
470435, 69,
470525, 67,
470616, 67,
470706, 67,
470794, 67,
470884, 67,
470974, 67,
471064, 69,
471152, 67,
471242, 67,
471332, 67,
471422, 67,
471511, 68,
471601, 69,
471691, 67,
471781, 66,
471871, 67,
471959, 67,
472049, 68,
472139, 66,
472229, 68,
472317, 66,
472408, 67,
472498, 66,
472588, 66,
472676, 67,
472766, 68,
472856, 68,
472946, 68,
473034, 67,
473124, 62,
473214, 69,
473305, 68,
473393, 66,
473483, 68,
473573, 71,
473663, 77,
473751, 71,
473841, 72,
473931, 65,
474021, 64,
474112, 63,
474200, 64,
474290, 63,
474380, 64,
474470, 63,
474558, 62,
474648, 62,
474738, 61,
474828, 62,
474916, 62,
475006, 62,
475097, 64,
475187, 64,
475275, 62,
475365, 62,
475455, 66,
475545, 66,
475633, 65,
475723, 61,
475813, 65,
475904, 66,
475992, 68,
476082, 67,
476172, 66,
476262, 66,
476352, 67,
476440, 67,
476530, 66,
476620, 65,
476710, 66,
476798, 65,
476889, 65,
476979, 65,
477069, 64,
477157, 65,
477247, 64,
477337, 60,
477427, 62,
477515, 64,
477605, 63,
477696, 63,
477786, 63,
477874, 63,
477964, 68,
478054, 68,
478144, 69,
478232, 68,
478322, 68,
478412, 64,
478502, 62,
478593, 62,
478681, 63,
478771, 64,
478861, 63,
478951, 62,
479039, 63,
479129, 64,
479219, 62,
479309, 64,
479397, 65,
479488, 64,
479578, 64,
479668, 64,
479756, 64,
479846, 64,
479936, 65,
480026, 66,
480114, 64,
480204, 65,
480294, 65,
480385, 63,
480473, 63,
480563, 64,
480653, 64,
480743, 63,
480833, 65,
480921, 65,
481011, 65,
481101, 65,
481191, 64,
481280, 64,
481370, 64,
481460, 66,
481550, 66,
481638, 65,
481728, 67,
481818, 66,
481908, 66,
481996, 67,
482086, 67,
482177, 65,
482267, 68,
482355, 67,
482445, 67,
482535, 68,
482625, 67,
482713, 67,
482803, 67,
482893, 68,
482983, 66,
483072, 66,
483162, 66,
483252, 66,
483342, 65,
483430, 65,
483520, 65,
483610, 67,
483700, 65,
483790, 66,
483878, 65,
483969, 64,
484059, 65,
484149, 65,
484237, 64,
484327, 65,
484417, 65,
484507, 64,
484595, 65,
484685, 65,
484775, 64,
484866, 64,
484954, 65,
485044, 64,
485134, 66,
485224, 65,
485312, 65,
485402, 64,
485492, 64,
485582, 64,
485670, 65,
485761, 65,
485851, 65,
485941, 65,
486031, 65,
486119, 65,
486209, 65,
486299, 65,
486389, 65,
486477, 66,
486567, 65,
486658, 64,
486748, 66,
486836, 66,
486926, 66,
487016, 64,
487106, 66,
487194, 65,
487284, 65,
487374, 65,
487464, 65,
487553, 65,
487643, 65,
487733, 64,
487823, 65,
487911, 65,
488001, 65,
488091, 64,
488181, 65,
488269, 64,
488359, 65,
488450, 65,
488540, 64,
488630, 65,
488718, 66,
488808, 65,
488898, 66,
488988, 66,
489076, 66,
489166, 67,
489256, 66,
489347, 66,
489435, 67,
489525, 66,
489615, 66,
489705, 67,
489793, 66,
489883, 68,
489973, 68,
490063, 66,
490151, 68,
490242, 67,
490332, 67,
490422, 65,
490510, 69,
490600, 68,
490690, 67,
490780, 65,
490870, 66,
490958, 66,
491048, 68,
491139, 67,
491229, 68,
491317, 66,
491407, 67,
491497, 66,
491587, 67,
491675, 66,
491765, 66,
491855, 66,
491945, 68,
492034, 65,
492124, 66,
492214, 68,
492304, 67,
492392, 68,
492482, 68,
492572, 67,
492662, 68,
492750, 67,
492840, 68,
492931, 68,
493021, 68,
493109, 68,
493199, 68,
493289, 67,
493379, 67,
493469, 66,
493557, 68,
493647, 68,
493737, 67,
493828, 68,
493916, 68,
494006, 67,
494096, 68,
494186, 67,
494274, 67,
494364, 68,
494454, 66,
494544, 67,
494632, 67,
494723, 65,
494813, 68,
494903, 66,
494991, 66,
495081, 66,
495171, 68,
495261, 67,
495349, 67,
495439, 66,
495529, 67,
495620, 67,
495710, 66,
495798, 66,
495888, 67,
495978, 65,
496068, 66,
496156, 68,
496246, 68,
496336, 67,
496427, 66,
496515, 66,
496605, 66,
496695, 68,
496785, 66,
496873, 67,
496963, 67,
497053, 68,
497143, 66,
497231, 66,
497321, 67,
497412, 66,
497502, 67,
497590, 68,
497680, 67,
497770, 66,
497860, 67,
497948, 66,
498038, 66,
498128, 66,
498219, 66,
498309, 65,
498397, 66,
498487, 65,
498577, 67,
498667, 66,
498755, 66,
498845, 67,
498935, 66,
499025, 66,
499113, 66,
499204, 66,
499294, 67,
499384, 66,
499472, 66,
499562, 66,
499652, 66,
499742, 66,
499830, 66,
499920, 66,
500011, 67,
500101, 66,
500189, 66,
500279, 66,
500369, 67,
500459, 66,
500549, 68,
500637, 65,
500727, 67,
500817, 67,
500908, 67,
500996, 66,
501086, 67,
501176, 65,
501266, 67,
501354, 67,
501444, 67,
501534, 66,
501624, 66,
501712, 66,
501803, 67,
501893, 66,
501983, 65,
502071, 64,
502161, 65,
502251, 64,
502341, 65,
502429, 63,
502519, 66,
502609, 64,
502700, 65,
502790, 65,
502878, 65,
502968, 65,
503058, 64,
503148, 64,
503236, 64,
503326, 63,
503416, 62,
503506, 62,
503595, 63,
503685, 63,
503775, 65,
503865, 64,
503953, 65,
504043, 63,
504133, 65,
504223, 65,
504311, 65,
504401, 65,
504492, 65,
504582, 64,
504670, 66,
504760, 67,
504850, 65,
504940, 66,
505030, 65,
505118, 65,
505208, 66,
505298, 65,
505389, 66,
505477, 68,
505567, 67,
505657, 66,
505747, 67,
505835, 67,
505925, 67,
506015, 67,
506105, 66,
506193, 68,
506284, 67,
506374, 66,
506464, 67,
506552, 66,
506642, 66,
506732, 65,
506822, 66,
506910, 66,
507000, 67,
507090, 66,
507181, 66,
507271, 66,
507359, 66,
507449, 67,
507539, 67,
507629, 66,
507717, 66,
507807, 66,
507897, 67,
507987, 66,
508076, 67,
508166, 66,
508256, 67,
508346, 67,
508434, 67,
508524, 67,
508614, 66,
508704, 65,
508792, 66,
508882, 66,
508973, 66,
509063, 67,
509151, 66,
509241, 66,
509331, 66,
509421, 67,
509511, 66,
509599, 66,
509689, 66,
509779, 66,
509870, 66,
509958, 66,
510048, 67,
510138, 67,
510228, 67,
510316, 67,
510406, 67,
510496, 66,
510586, 67,
510674, 68,
510765, 67,
510855, 67,
510945, 67,
511033, 66,
511123, 67,
511213, 67,
511303, 67,
511393, 67,
511481, 68,
511571, 67,
511662, 67,
511752, 66,
511840, 69,
511930, 67,
512020, 67,
512110, 67,
512198, 67,
512288, 66,
512378, 67,
512468, 67,
512557, 69,
512647, 67,
512737, 68,
512827, 67,
512915, 68,
513005, 67,
513095, 67,
513185, 68,
513273, 69,
513363, 67,
513454, 67,
513544, 67,
513632, 68,
513722, 67,
513812, 68,
513902, 67,
513990, 68,
514080, 67,
514170, 67,
514260, 67,
514349, 68,
514439, 66,
514529, 67,
514619, 67,
514709, 68,
514797, 66,
514887, 67,
514977, 69,
515067, 66,
515155, 67,
515246, 67,
515336, 67,
515426, 68,
515514, 67,
515604, 68,
515694, 67,
515784, 67,
515872, 68,
515962, 68,
516052, 67,
516143, 68,
516231, 66,
516321, 67,
516411, 66,
516501, 67,
516589, 66,
516679, 67,
516769, 68,
516859, 66,
516947, 68,
517038, 68,
517128, 65,
517218, 67,
517306, 67,
517396, 66,
517486, 66,
517576, 66,
517666, 65,
517754, 67,
517844, 66,
517935, 67,
518025, 68,
518113, 67,
518203, 67,
518293, 67,
518383, 67,
518471, 67,
518561, 67,
518651, 67,
518742, 67,
518830, 67,
518920, 66,
519010, 67,
519100, 67,
519188, 66,
519278, 66,
519368, 67,
519458, 66,
519546, 66,
519636, 67,
519727, 67,
519817, 68,
519905, 67,
519995, 66,
520085, 67,
520175, 68,
520263, 67,
520353, 67,
520443, 67,
520534, 66,
520624, 67,
520712, 65,
520802, 68,
520892, 67,
520982, 67,
521070, 67,
521160, 67,
521250, 62,
521340, 68,
521428, 67,
521519, 67,
521609, 65,
521699, 67,
521787, 67,
521877, 66,
521967, 67,
522057, 66,
522145, 67,
522235, 66,
522326, 66,
522416, 66,
522504, 66,
522594, 66,
522684, 66,
522774, 67,
522862, 66,
522952, 67,
523042, 66,
523132, 66,
523220, 65,
523311, 65,
523401, 65,
523491, 65,
523581, 67,
523669, 64,
523759, 64,
523849, 65,
523939, 64,
524027, 64,
524118, 65,
524208, 65,
524298, 67,
524386, 65,
524476, 66,
524566, 65,
524656, 63,
524744, 65,
524834, 65,
524924, 64,
525015, 64,
525103, 65,
525193, 66,
525283, 67,
525373, 68,
525461, 70,
525551, 71,
525641, 71,
525731, 71,
525819, 73,
525910, 73,
526000, 72,
526090, 73,
526180, 74,
526268, 73,
526358, 74,
526448, 73,
526538, 72,
526626, 72,
526716, 72,
526807, 73,
526897, 74,
526985, 74,
527075, 74,
527165, 74,
527255, 73,
527343, 71,
527433, 72,
527523, 71,
527613, 70,
527702, 70,
527792, 70,
527882, 71,
527972, 70,
528060, 70,
528150, 70,
528240, 70,
528330, 70,
528418, 70,
528508, 70,
528599, 70,
528689, 70,
528777, 69,
528867, 72,
528957, 70,
529047, 71,
529137, 69,
529225, 71,
529315, 70,
529405, 70,
529496, 71,
529584, 70,
529674, 70,
529764, 70,
529854, 70,
529942, 70,
530032, 69,
530122, 71,
530212, 70,
530300, 71,
530391, 72,
530481, 70,
530571, 70,
530659, 71,
530749, 72,
530839, 72,
530929, 71,
531017, 71,
531107, 70,
531197, 70,
531288, 71,
